NatDex;Pokemon;HP;Atk;Def;SpA;SpD;Spe;Total;Type I;Type II;Ability I;Ability II;Hidden Ability;EV Worth;Gender;Egg Group I;Egg Group II;Catch;Evolve;
585;Deerling;60;60;50;40;50;75;335.0;Normal;Grass;Chlorophyll;Sap Sipper;Serene Grace;1 Spe;Neutral;Field;N/A;190;N/A;
586;Sawsbuck;80;100;70;60;70;95;475.0;Normal;Grass;Chlorophyll;Sap Sipper;Serene Grace;2 Atk;Neutral;Field;N/A;75;Lv. 34;
587;Emolga;55;75;60;75;60;103;428.0;Electric;Flying;Static;N/A;Motor Drive;2 Spe;Neutral;Field;N/A;200;N/A;
588;Karrablast;50;75;45;40;45;60;315.0;Bug;N/A;Swarm;Shed Skin;No Guard;1 Atk;Neutral;Bug;N/A;200;N/A;
589;Escavalier;70;135;105;60;105;20;495.0;Bug;Steel;Swarm;Shell Armor;Overcoat;2 Atk;Neutral;Bug;N/A;75;Trade w/ Shelmet;
590;Foongus;69;55;45;55;55;15;294.0;Grass;Poison;Effect Spore;N/A;Regenerator;1 HP;Neutral;Grass;N/A;190;N/A;
591;Amoonguss;114;85;70;85;80;30;464.0;Grass;Poison;Effect Spore;N/A;Regenerator;2 HP;Neutral;Grass;N/A;75;Lv. 39;
592;Frillish;55;40;50;65;85;40;335.0;Water;Ghost;Water Absorb;Cursed Body;Damp;1 SpD;Neutral;Amorphous;N/A;190;N/A;
593;Jellicent;100;60;70;85;105;60;480.0;Water;Ghost;Water Absorb;Cursed Body;Damp;2 SpD;Neutral;Amorphous;N/A;60;Lv. 40;
594;Alomomola;165;75;80;40;45;65;470.0;Water;N/A;Healer;Hydration;Regenerator;2 HP;Neutral;Water 1;Water 2;75;N;
595;Joltik;50;47;50;57;50;65;319.0;Bug;Electric;Compoundeyes;Unnerve;Swarm;1 Spe;Neutral;Bug;N/A;190;N/A;
596;Galvantula;70;77;60;97;60;108;472.0;Bug;Electric;Compoundeyes;Unnerve;Swarm;2 Spe;Neutral;Bug;N/A;75;Lv. 36;
597;Ferroseed;44;50;91;24;86;10;305.0;Grass;Steel;Iron Barbs;N/A;N/A;1 Def;Neutral;Grass;Mineral;255;N/A;
598;Ferrothorn;74;94;131;54;116;20;489.0;Grass;Steel;Iron Barbs;N/A;Anticipation;2 Def;Neutral;Grass;Mineral;90;Lv. 40;
599;Klink;40;55;70;45;60;30;300.0;Steel;N/A;Plus;Minus;Clear Body;1 Def;N/A;Mineral;N/A;130;N/A;
600;Klang;60;80;95;70;85;50;440.0;Steel;N/A;Plus;Minus;Clear Body;2 Def;N/A;Mineral;N/A;60;Lv. 38;
601;Klinklang;60;100;115;70;85;90;520.0;Steel;N/A;Plus;Minus;Clear Body;3 Def;N/A;Mineral;N/A;30;Lv. 49;
602;Tynamo;35;55;40;45;40;60;275.0;Electric;N/A;Levitate;N/A;N/A;1 Spe;Neutral;Amorphous;N/A;190;N/A;
603;Eelektrik;65;85;70;75;70;40;405.0;Electric;N/A;Levitate;N/A;N/A;2 Atk;Neutral;Amorphous;N/A;60;Lv. 39;
604;Eelektross;85;115;80;105;80;50;515.0;Electric;N/A;Levitate;N/A;N/A;3 Atk;Neutral;Amorphous;N/A;30;Thunderstone;
604;Mega Eelektross;85;145;80;135;90;80;615.0;Electric;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
605;Elgyem;55;55;55;85;55;30;335.0;Psychic;N/A;Telepathy;Synchronize;Analytic;1 SpA;Neutral;Human-Like;N/A;255;N/A;
606;Beheeyem;75;75;75;125;95;40;485.0;Psychic;N/A;Telepathy;Synchronize;Analytic;2 SpA;Neutral;Human-Like;N/A;90;Lv. 42;
607;Litwick;50;30;55;65;55;20;275.0;Ghost;Fire;Flash Fire;Flame Body;Infiltrator;1 SpA;Neutral;Amorphous;N/A;190;N/A;
608;Lampent;60;40;60;95;60;55;370.0;Ghost;Fire;Flash Fire;Flame Body;Infiltrator;2 SpA;Neutral;Amorphous;N/A;90;Lv. 41;
609;Chandelure;60;55;90;145;90;80;520.0;Ghost;Fire;Flash Fire;Flame Body;Infiltrator;3 SpA;Neutral;Amorphous;N/A;45;Dusk Stone;
609;Mega Chandelure;60;75;110;175;110;90;620.0;Ghost;Fire;Infiltrator;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
610;Axew;46;87;60;30;40;57;320.0;Dragon;N/A;Rivalry;Mold Breaker;Unnerve;1 Atk;Neutral;Monster;Dragon;75;N/A;
611;Fraxure;66;117;70;40;50;67;410.0;Dragon;N/A;Rivalry;Mold Breaker;Unnerve;2 Atk;Neutral;Monster;Dragon;60;Lv. 38;
612;Haxorus;76;147;90;60;70;97;540.0;Dragon;N/A;Rivalry;Mold Breaker;Unnerve;3 Atk;Neutral;Monster;Dragon;45;Lv. 48;
613;Cubchoo;55;70;40;60;40;40;305.0;Ice;N/A;Snow Cloak;Slush Rush;Rattled;1 Atk;Neutral;Field;N/A;120;N/A;
614;Beartic;95;130;80;70;80;50;505.0;Ice;N/A;Snow Cloak;Slush Rush;Swift Swim;2 Atk;Neutral;Field;N/A;60;Lv. 37;
615;Cryogonal;80;50;50;95;135;105;515.0;Ice;N/A;Levitate;N/A;N/A;2 SpD;N/A;Mineral;N/A;25;N;
616;Shelmet;50;40;85;40;65;25;305.0;Bug;N/A;Hydration;Shell Armor;Overcoat;1 Def;Neutral;Bug;N/A;200;N/A;
617;Accelgor;80;70;40;100;60;145;495.0;Bug;N/A;Hydration;Sticky Hold;Unburden;2 Spe;Neutral;Bug;N/A;75;Trade w/ Karrablast;
618;Stunfisk;109;66;84;81;99;32;471.0;Ground;Electric;Static;Limber;Sand Viel;2 HP;Neutral;Water 1;Amorphous;75;N;
618;Stunfisk-Galarian;109;81;99;66;84;32;471.0;Ground;Steel;Mimicry;N/A;N/A;2 HP;Neutral;N/A;N/A;N/A;N;
619;Mienfoo;45;85;50;55;50;65;350.0;Fighting;N/A;Inner Focus;Regenerator;Reckless;1 Atk;Neutral;Field;Human-Like;180;N/A;
620;Mienshao;65;125;60;95;60;105;510.0;Fighting;N/A;Inner Focus;Regenerator;Reckless;2 Atk;Neutral;Field;Human-Like;45;Lv. 50;
621;Druddigon;77;120;90;60;90;48;485.0;Dragon;N/A;Rough Skin;Sheer Force;Mold Breaker;2 Atk;Neutral;Dragon;Monster;45;N;
622;Golett;59;74;50;35;50;35;303.0;Ground;Ghost;Iron Fist;Klutz;No Guard;1 Atk;N/A;Mineral;N/A;190;N/A;
623;Golurk;89;124;80;55;80;55;483.0;Ground;Ghost;Iron Fist;Klutz;No Guard;2 Atk;N/A;Mineral;N/A;90;Lv. 43;
623;Mega Golurk;89;159;105;70;105;55;583.0;Ground;Ghost;Unseen Fist;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
624;Pawniard;45;85;70;40;40;60;340.0;Dark;Steel;Defiant;Inner Focus;Pressure;1 Atk;Neutral;Human-Like;N/A;120;N/A;
625;Bisharp;65;125;100;60;70;70;490.0;Dark;Steel;Defiant;Inner Focus;Pressure;2 Atk;Neutral;Human-Like;N/A;45;Lv. 52;
626;Bouffalant;95;110;95;40;95;55;490.0;Normal;N/A;Reckless;Sap Sipper;Soundproof;2 Atk;Neutral;Field;N/A;45;N;
627;Rufflet;70;83;50;37;50;60;350.0;Normal;Flying;Keen Eye;Sheer Force;Hustle;1 Atk;M (100%);Flying;N/A;190;N/A;
628;Braviary;100;123;75;57;75;80;510.0;Normal;Flying;Keen Eye;Sheer Force;Defiant;2 Atk;M (100%);Flying;N/A;60;Lv. 54;
628;Braviary-Hisuian;110;83;70;112;70;65;510.0;Psychic;Flying;Keen Eye;Sheer Force;Defiant;2 Atk;M (100%);N/A;N/A;N/A;Level 54 (Hisui Only);
629;Vullaby;70;55;75;45;65;60;370.0;Dark;Flying;Big Pecks;Overcoat;Weak Armor;1 Def;F (100%);Flying;N/A;190;N/A;
630;Mandibuzz;110;65;105;55;95;80;510.0;Dark;Flying;Big Pecks;Overcoat;Weak Armor;2 SpA;F (100%);Flying;N/A;60;Lv. 54;
631;Heatmor;85;97;66;105;66;65;484.0;Fire;N/A;Gluttony;Flash Fire;White Smoke;2 SpA;Neutral;Field;N/A;90;N;
632;Durant;58;109;112;48;48;109;484.0;Bug;Steel;Swarm;Hustle;Truant;2 Def;Neutral;Bug;N/A;90;N;
633;Deino;52;65;50;45;50;38;300.0;Dark;Dragon;Hustle;N/A;N/A;1 Atk;Neutral;Dragon;N/A;45;N/A;
634;Zweilous;72;85;70;65;70;58;420.0;Dark;Dragon;Hustle;N/A;N/A;2 Atk;Neutral;Dragon;N/A;45;Lv. 50;
635;Hydreigon;92;105;90;125;90;98;600.0;Dark;Dragon;Levitate;N/A;N/A;3 SpA;Neutral;Dragon;N/A;45;Lv. 64;
636;Larvesta;55;85;55;50;55;60;360.0;Bug;Fire;Flame Body;N/A;Swarm;1 Atk;Neutral;Bug;N/A;45;N/A;
637;Volcarona;85;60;65;135;105;100;550.0;Bug;Fire;Flame Body;N/A;Swarm;3 SpA;Neutral;Bug;N/A;15;Lv. 59;
638;Cobalion;91;90;129;90;72;108;580.0;Steel;Fighting;Justified;N/A;N/A;3 Def;N/A;-;N/A;3;N;
639;Terrakion;91;129;90;72;90;108;580.0;Rock;Fighting;Justified;N/A;N/A;3 Atk;N/A;-;N/A;3;N;
640;Virizion;91;90;72;90;129;108;580.0;Grass;Fighting;Justified;N/A;N/A;3 SpD;N/A;-;N/A;3;N;
641;Therian Tornadus;79;100;80;110;90;121;580.0;Flying;N/A;Regenerator;N/A;N/A;3 Spd;M (100%);N/A;N/A;N/A;N;
641;Tornadus;79;115;70;125;80;111;580.0;Flying;N/A;Prankster;N/A;Defiant;3 Atk;M (100%);-;N/A;3;N;
642;Therian Thundurus;79;105;70;145;80;101;580.0;Electric;Flying;Volt Absorb;N/A;N/A;3 SpA;M (100%);N/A;N/A;N/A;N;
642;Thundurus;79;115;70;125;80;111;580.0;Electric;Flying;Prankster;N/A;Defiant;3 Atk;M (100%);-;N/A;3;N;
643;Reshiram;100;120;100;150;120;90;680.0;Dragon;Fire;Turboblaze;N/A;N/A;3 SpA;N/A;-;N/A;3;N;
644;Zekrom;100;150;120;120;100;90;680.0;Dragon;Electric;Teravolt;N/A;N/A;3 Atk;N/A;-;N/A;3;N;
645;Landorus;89;125;90;115;80;101;600.0;Ground;Flying;Sand Force;N/A;Sheer Force;3 SpA;M (100%);-;N/A;3;N;
645;Therian Landorus;89;145;90;105;80;91;600.0;Ground;Flying;Intimidate;N/A;N/A;3 Atk;M (100%);N/A;N/A;N/A;N;
646;Black Kyurem;125;170;100;120;90;95;700.0;Dragon;Ice;Turboblaze;N/A;N/A;3 SpA;N/A;N/A;N/A;N/A;N;
646;Kyurem;125;130;90;130;90;95;660.0;Dragon;Ice;Pressure;N/A;N/A;1 HP, 1 Atk, 1 SpA;N/A;-;N/A;3;N;
646;White Kyurem;125;120;90;170;100;95;700.0;Dragon;Ice;Teravolt;N/A;N/A;3 Atk;N/A;N/A;N/A;N/A;N;
647;Keldeo;91;72;90;129;90;108;580.0;Water;Fighting;Justified;N/A;N/A;3 SpA;N/A;-;N/A;3;N;
648;Meloetta (A);100;77;77;128;128;90;600.0;Normal;Psychic;Serene Grace;N/A;N/A;1 Spe, 1 SpA, 1 SpD;N/A;-;N/A;3;N;
649;Genesect;71;120;95;120;95;99;600.0;Bug;Steel;Download;N/A;N/A;1 Atk, 1 Spe, 1 SpA;N/A;-;N/A;3;N;
650;Chespin;56;61;65;48;45;38;313.0;Grass;N/A;Overgrow;N/A;Bulletproof;1 Def;M (87.5%);Field;N/A;45;N/A;
651;Quilladin;61;78;95;56;58;57;405.0;Grass;N/A;Overgrow;N/A;Bulletproof;2 Def;M (87.5%);Field;N/A;45;Level 16;
652;Chesnaught;88;107;122;74;75;64;530.0;Grass;Fighting;Overgrow;N/A;Bulletproof;3 Def;M (87.5%);Field;N/A;45;Level 36;
653;Fennekin;40;45;40;62;60;60;307.0;Fire;N/A;Blaze;N/A;Magician;1 SpA;M (87.5%);Field;N/A;45;N/A;
653;Mega Chesnaught;88;137;172;74;115;44;630.0;Grass;Fighting;Bulletproof;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
654;Braixen;59;59;58;90;70;73;409.0;Fire;N/A;Blaze;N/A;Magician;2 SpA;M (87.5%);Field;N/A;45;Level 16;
655;Delphox;75;69;72;114;100;104;534.0;Fire;Psychic;Blaze;N/A;Magician;3 SpA;M (87.5%);Field;N/A;45;Level 36;
655;Mega Delphox;75;69;72;159;125;134;634.0;Fire;Psychic;Levitate;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
656;Froakie;41;56;40;62;44;71;314.0;Water;N/A;Torrent;N/A;Protean;1 Spd;M (87.5%);Water 1;N/A;45;N/A;
657;Frogadier;54;63;52;83;56;97;405.0;Water;N/A;Torrent;N/A;Protean;2 Spd;M (87.5%);Water 1;N/A;45;Level 16;
658;Ash Greninja;72;145;67;153;71;132;640.0;Water;Dark;Battle Bond;N/A;N/A;3 Spd;M (100%);N/A;N/A;N/A;N;
658;BB Greninja;72;95;67;103;71;122;530.0;Water;Dark;Battle Bond;N/A;N/A;3 Spd;M (100%);N/A;N/A;N/A;N;
658;Greninja;72;95;67;103;71;122;530.0;Water;Dark;Torrent;N/A;Protean;3 Spd;M (87.5%);Water 1;N/A;45;Level 36;
658;Mega Greninja;72;125;77;133;81;142;630.0;Water;Dark;Protean;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
659;Bunnelby;38;36;38;32;36;57;237.0;Normal;N/A;Pickup;Cheek Pouch;Huge Power;1 Spd;Neutral;Field;N/A;255;N/A;
660;Diggersby;85;56;77;50;77;78;423.0;Normal;Ground;Pickup;Cheek Pouch;Huge Power;2 HP;Neutral;Field;N/A;127;Level 20;
661;Fletchling;45;50;43;40;38;62;278.0;Normal;Flying;Big Pecks;N/A;Gale Wings;1 Spd;Neutral;Flying;N/A;255;N/A;
662;Fletchinder;62;73;55;56;52;84;382.0;Fire;Flying;Flame Body;N/A;Gale Wings;2 Spd;Neutral;Flying;N/A;120;Level 17;
663;Talonflame;78;81;71;74;69;126;499.0;Fire;Flying;Flame Body;N/A;Gale Wings;3 Spd;Neutral;Flying;N/A;45;Level 35;
664;Scatterbug;38;35;40;27;25;35;200.0;Bug;N/A;Shield Dust;Compound Eyes;Friend Guard;1 Def;Neutral;Bug;N/A;255;N/A;
665;Spewpa;45;22;60;27;30;29;213.0;Bug;N/A;Shed Skin;N/A;Friend Guard;2 Def;Neutral;Bug;N/A;120;Level 9;
666;Vivillon;80;52;50;90;50;89;411.0;Bug;Flying;Shield Dust;Compound Eyes;Friend Guard;1 HP, 1 SpA, 1 Spd;Neutral;Bug;N/A;45;Level 12;
667;Litleo;62;50;58;73;54;72;369.0;Fire;Normal;Rivalry;Unnerve;Moxie;1 SpA;F (87.5%);Field;N/A;220;N/A;
668;Mega Pyroar;86;88;92;129;86;126;607.0;Fire;Normal;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
668;Pyroar;86;68;72;109;66;106;507.0;Fire;Normal;Rivalry;Unnerve;Moxie;2 SpA;F (87.5%);Field;N/A;65;Level 35;
669;Flabébé;44;38;39;61;79;42;303.0;Fairy;N/A;Flower Veil;N/A;Symbiosis;1 SpD;F (100%);Fairy;N/A;255;N/A;
670;Eternal Floette;74;65;67;125;128;92;551.0;Fairy;N/A;Flower Veil;N/A;N/A;2 SpD;F (100%);N/A;N/A;N/A;N;
670;Floette;54;45;47;75;98;52;371.0;Fairy;N/A;Flower Veil;N/A;Symbiosis;2 SpD;F (100%);Fairy;N/A;120;Level 19;
670;Mega Eternal Floette;74;85;87;155;148;102;651.0;Fairy;N/A;Fairy Aura;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
671;Florges;78;65;68;112;154;75;552.0;Fairy;N/A;Flower Veil;N/A;Symbiosis;3 SpD;F (100%);Fairy;N/A;45;Shiny Stone;
672;Skiddo;66;65;48;62;57;52;350.0;Grass;N/A;Sap Sipper;N/A;Grass Pelt;1 HP;Neutral;Field;N/A;220;N/A;
673;Gogoat;123;100;62;97;81;68;531.0;Grass;N/A;Sap Sipper;N/A;Grass Pelt;2 HP;Neutral;Field;N/A;45;Level 32;
674;Pancham;67;82;62;46;48;43;348.0;Fighting;N/A;Iron Fist;Mold Breaker;Scrappy;1 Atk;Neutral;Field;Human-like;220;N/A;
675;Pangoro;95;124;78;69;71;58;495.0;Fighting;Dark;Iron Fist;Mold Breaker;Scrappy;2 Atk;Neutral;Field;Human-like;65;32 w/ Dark-type in Party;
676;Furfrou;75;80;60;65;90;102;472.0;Normal;N/A;Fur Coat;N/A;N/A;1 Spd;Neutral;Field;N/A;160;N;
677;Espurr;62;48;54;63;60;68;355.0;Psychic;N/A;Keen Eye;Infiltrator;Own Tempo;1 Spd;Neutral;Field;N/A;190;N/A;
678;F Meowstic;74;48;76;83;81;104;466.0;Psychic;N/A;Keen Eye;Infiltrator;Competitive;2 Spd;F (100%);N/A;N/A;N/A;Level 25 Female;
678;Male Meowstic;74;48;76;83;81;104;466.0;Psychic;N/A;Keen Eye;Infiltrator;Prankster;2 Spd;M (100%);Field;N/A;75;Level 25;
678;Mega Meowstic;74;48;76;143;101;124;566.0;Psychic;N/A;Trace;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
679;Honedge;45;80;100;35;37;28;325.0;Steel;Ghost;No Guard;N/A;N/A;1 Def;Neutral;Mineral;N/A;180;N/A;
680;Doublade;59;110;150;45;49;35;448.0;Steel;Ghost;No Guard;N/A;N/A;2 Def;Neutral;Mineral;N/A;90;Level 35;
681;B Aegislash;60;140;50;140;50;60;500.0;Ghost;Steel;Strance Change;N/A;N/A;2 Atk, 1 SpA;Neutral;N/A;N/A;N/A;N;
681;S Aegislash;60;50;140;50;140;60;500.0;Steel;Ghost;Stance Change;N/A;N/A;2 Def, 1 SpD;Neutral;Mineral;N/A;45;Dusk Stone;
682;Spritzee;78;52;60;63;65;23;341.0;Fairy;N/A;Healer;N/A;Aroma Veil;1 HP;Neutral;Fairy;N/A;200;N/A;
683;Aromatisse;101;72;72;99;89;29;462.0;Fairy;N/A;Healer;N/A;Aroma Veil;2 HP;Neutral;Fairy;N/A;140;Trade w/ Satchet;
684;Swirlix;62;48;66;59;57;49;341.0;Fairy;N/A;Sweet Veil;N/A;Unburden;1 Def;Neutral;Fairy;N/A;200;N/A;
685;Slurpuff;82;80;86;85;75;72;480.0;Fairy;N/A;Sweet Veil;N/A;Unburden;2 Def;Neutral;Fairy;N/A;140;Trade w/ Whipped Dream;
686;Inkay;53;54;53;37;46;45;288.0;Dark;Psychic;Contrary;Suction Cups;Infiltrator;1 Atk;Neutral;Water 1;Water 2;190;N/A;
687;Malamar;86;92;88;68;75;73;482.0;Dark;Psychic;Contrary;Suction Cups;Infiltrator;2 Atk;Neutral;Water 1;Water 2;80;Level 30, Console upside-down;
688;Binacle;42;52;67;39;56;50;306.0;Rock;Water;Tough Claws;Sniper;Pickpocket;1 Atk;Neutral;Water 3;N/A;120;N/A;
688;Mega Malamar;86;102;88;98;120;88;582.0;Dark;Psychic;Contrary;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
689;Barbaracle;72;105;115;54;86;68;500.0;Rock;Water;Tough Claws;Sniper;Pickpocket;2 Atk;Neutral;Water 3;N/A;45;Level 39;
690;Mega Barbaracle;72;140;130;64;106;88;600.0;Rock;Fighting;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
690;Skrelp;50;60;60;60;60;30;320.0;Poison;Water;Poison Point;Poison Touch;Adaptability;1 SpD;Neutral;Water 1;Dragon;225;N/A;
691;Dragalge;65;75;90;97;123;44;494.0;Poison;Dragon;Poison Point;Poison Touch;Adaptability;2 SpD;Neutral;Water 1;Dragon;55;Level 48;
692;Clauncher;50;53;62;58;63;44;330.0;Water;N/A;Mega Launcher;N/A;N/A;1 SpA;Neutral;Water 1;Water 3;225;N/A;
692;Mega Dragalge;65;85;105;132;163;44;594.0;Poison;Dragon;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
693;Clawitzer;71;73;88;120;89;59;500.0;Water;N/A;Mega Launcher;N/A;N/A;2 SpA;Neutral;Water 1;Water 3;55;Level 37;
694;Helioptile;44;38;33;61;43;70;289.0;Electric;Normal;Dry Skin;Sand Veil;Solar Power;1 Spd;Neutral;Monster;Dragon;190;N/A;
695;Heliolisk;62;55;52;109;94;109;481.0;Electric;Normal;Dry Skin;Sand Veil;Solar Power;1 SpA, 1 Spd;Neutral;Monster;Dragon;75;Sun Stone;
696;Tyrunt;58;89;77;45;45;48;362.0;Rock;Dragon;Strong Jaw;N/A;Sturdy;1 Atk;M (87.5%);Monster;Dragon;45;N/A;
697;Tyrantrum;82;121;119;69;59;71;521.0;Rock;Dragon;Strong Jaw;N/A;Rock Head;2 Atk;M (87.5%);Monster;Dragon;45;Level 39, Day;
698;Amaura;77;59;50;67;63;46;362.0;Rock;Ice;Refrigerate;N/A;Snow Warning;1 HP;M (87.5%);Monster;N/A;45;N/A;
699;Aurorus;123;77;72;99;92;58;521.0;Rock;Ice;Refrigerate;N/A;Snow Warning;2 HP;M (87.5%);Monster;N/A;45;Level 39, Night;
700;Sylveon;95;65;65;110;130;60;525.0;Fairy;N/A;Cute Charm;N/A;Pixilate;2 SpD;M (87.5%);Field;N/A;45;High Friendship, Fairy Move Known;
701;Hawlucha;78;92;75;74;63;118;500.0;Fighting;Flying;Limber;N/A;Mold Breaker;2 Atk;Neutral;Flying;Human-like;100;N;
702;Dedenne;67;58;57;81;67;101;431.0;Electric;Fairy;Unburden;N/A;Plus;2 Spd;Neutral;Field;Fairy;180;N;
702;Mega Hawlucha;78;137;100;74;93;118;600.0;Fighting;Flying;No Guard;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
703;Carbink;50;50;150;50;150;50;500.0;Rock;Fairy;Clear Body;N/A;Sturdy;1 Def, 1 SpD;N/A;Fairy;Mineral;60;N;
704;Goomy;45;50;35;55;75;40;300.0;Dragon;N/A;Sap Sipper;Hydration;Gooey;1 SpD;Neutral;Dragon;N/A;45;N/A;
705;Sliggoo;68;75;53;83;113;60;452.0;Dragon;N/A;Sap Sipper;Hydration;Gooey;2 SpD;Neutral;Dragon;N/A;45;Level 40;
705;Sliggoo-Hisuian;58;75;83;83;113;40;452.0;Dragon;Steel;Sap Sipper;Overcoat;Gooey;2 SpD;Neutral;N/A;N/A;N/A;Level 40 (Hisui Only);
706;Goodra;90;100;70;110;150;80;600.0;Dragon;N/A;Sap Sipper;Hydration;Gooey;3 SpD;Neutral;N/A;N/A;45;Level 50, Overworld Rain;
706;Goodra-Hisuian;80;100;100;110;150;60;600.0;Dragon;Steel;Sap Sipper;Overcoat;Gooey;3 SpD;Neutral;N/A;N/A;N/A;Level 50 (Rain or Fog);
707;Klefki;57;80;91;80;87;75;470.0;Steel;Fairy;Prankster;N/A;Magician;1 Def;Neutral;Mineral;N/A;75;N;
708;Phantump;43;70;48;50;60;38;309.0;Grass;Ghost;Natural Cure;Frisk;Harvest;1 Atk;Neutral;Grass;Amorphous;120;N/A;
709;Trevenant;85;110;76;65;82;56;474.0;Grass;Ghost;Natural Cure;Frisk;Harvest;2 Atk;Neutral;Grass;Amorphous;60;Trade;
710;L Pumpkaboo;54;66;70;44;55;46;335.0;Ghost;Grass;Pickup;Frisk;Insomnia;1 Def;Neutral;N/A;N/A;N/A;N/A;
710;Pumpkaboo;49;66;70;44;55;51;335.0;Ghost;Grass;Pickup;Frisk;Insomnia;1 Def;Neutral;N/A;N/A;N/A;N/A;
710;S Pumpkaboo;44;66;70;44;55;56;335.0;Grass;Ghost;Pickup;Frisk;Insomnia;1 Def;Neutral;Amorphous;N/A;120;N/A;
710;SS Pumpkaboo;59;66;70;44;55;41;335.0;Ghost;Grass;Pickup;Frisk;Insomnia;1 Def;Neutral;N/A;N/A;N/A;N/A;
711;Gourgeist;65;90;122;58;75;84;494.0;Ghost;Grass;Pickup;Frisk;Insomnia;2 Def;Neutral;N/A;N/A;N/A;Trade;
711;L Gourgeist;75;95;122;58;75;69;494.0;Ghost;Grass;Pickup;Frisk;Insomnia;2 Def;Neutral;N/A;N/A;N/A;Trade;
711;Sm Gourgeist;55;85;122;58;75;99;494.0;Grass;Ghost;Pickup;Frisk;Insomnia;2 Def;Neutral;Amorphous;N/A;60;Trade;
711;SS Gourgeist;85;100;122;58;75;54;494.0;Ghost;Grass;Pickup;Frisk;Insomnia;2 Def;Neutral;N/A;N/A;N/A;Trade;
712;Bergmite;55;69;85;32;35;28;304.0;Ice;N/A;Own Tempo;Ice Body;Sturdy;1 Def;Neutral;Monster;Mineral;190;N/A;
713;Avalugg;95;117;184;44;46;28;514.0;Ice;N/A;Own Tempo;Ice Body;Sturdy;2 Def;Neutral;Monster;Mineral;55;Level 37;
713;Avalugg-Hisuian;95;127;184;34;36;38;514.0;Ice;Rock;Strong Jaw;Sturdy;Ice Body;2 Def;Neutral;N/A;N/A;N/A;Level 37 (Hisui Only);
714;Noibat;40;30;35;45;40;55;245.0;Flying;Dragon;Frisk;Infiltrator;Telepathy;1 Spd;Neutral;Flying;Dragon;190;N/A;
715;Noivern;85;70;80;97;80;123;535.0;Flying;Dragon;Frisk;Infiltrator;Telepathy;2 Spd;Neutral;Flying;Dragon;45;Level 48;
716;Xerneas;126;131;95;131;98;99;680.0;Fairy;N/A;Fairy Aura;N/A;N/A;3 HP;N/A;-;N/A;45;N;
717;Yveltal;126;131;95;131;98;99;680.0;Dark;Flying;Dark Aura;N/A;N/A;3 HP;N/A;-;N/A;45;N;
718;Mega Zygarde;216;70;91;216;85;100;778.0;Ground;Dragon;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
718;Zygarde 10%;54;100;71;61;85;115;486.0;Ground;Dragon;Aura Break;P. Construct;N/A;3 HP;Neutral;N/A;N/A;N/A;N;
718;Zygarde 100%;216;100;121;91;95;85;708.0;Ground;Dragon;Power Construct;N/A;N/A;3 Hp;Neutral;N/A;N/A;N/A;N;
718;Zygarde 50%;108;100;121;81;95;95;600.0;Dragon;Ground;Aura Break;Power Construct;N/A;3 HP;N/A;-;N/A;3;N;
719;Diancie;50;100;150;100;150;50;600.0;Rock;Fairy;Clear Body;N/A;N/A;1 Def, 2 SpD;N/A;-;N/A;3;N;
719;Mega Diance;50;160;110;160;110;110;700.0;Rock;Fairy;Magic Bounce;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
720;Hoopa (C);80;110;60;150;130;70;600.0;Psychic;Ghost;Magician;N/A;N/A;3 SpA;N/A;-;N/A;3;N;
720;Hoopa (U);80;160;60;170;130;80;680.0;Psychic;Dark;Magician;N/A;N/A;3 SpA;Neutral;N/A;N/A;N/A;N;
721;Volcanion;80;110;120;130;90;70;600.0;Fire;Water;Water Absorb;N/A;N/A;3 SpA;N/A;-;N/A;3;N;
722;Rowlet;68;55;55;50;50;42;320.0;Grass;Flying;Overgrow;N/A;Long Reach;1 HP;M (87.5%);Flying;N/A;45;N/A;
723;Dartrix;78;75;75;70;70;52;420.0;Grass;Flying;Overgrow;N/A;Long Reach;2 HP;M (87.5%);Flying;N/A;45;Level 17;
724;Decidueye;78;107;75;100;100;70;530.0;Grass;Ghost;Overgrow;N/A;Long Reach;3 Atk;M (87.5%);Flying;N/A;45;Level 34;
724;Decidueye-Hisuian;88;112;80;95;95;60;530.0;Grass;Fighting;Overgrow;N/A;Long Reach;3 Atk;M (87.5%);Flying;N/A;N/A;Level 36 (Hisui Only);
